topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/planning/cooperate_status/traffic_light,Best-Effort,1543,1257.06,1515.065,1602.268,199.065,292.285,,,0.73323
/planning/debug/objects_of_interest/blind_spot,Best-Effort,1558,1258.252,1514.427,1601.835,199.585,293.493,,,0.731611
/planning/debug/objects_of_interest/crosswalk,Best-Effort,1522,1256.367,1517.59,1602.352,199.463,291.232,,,0.737269
/planning/debug/objects_of_interest/goal_planner,Best-Effort,377,1274.696,1525.611,2804.204,250.398,286.086,,,0.722181
/planning/debug/objects_of_interest/intersection,Best-Effort,1556,1257.496,1514.833,1602.1,199.759,294.006,,,0.731909
/planning/debug/objects_of_interest/no_stopping_area,Best-Effort,1574,1258.409,1512.448,1601.178,199.232,294.175,,,0.728152
/planning/debug/objects_of_interest/obstacle_cruise,Best-Effort,1517,1371.415,1623.808,1692.811,203.74,293.473,,,0.737815
/planning/debug/objects_of_interest/obstacle_slow_down,Best-Effort,1573,1324.669,1582.809,1649.056,202.796,295.683,,,0.728278
/planning/debug/objects_of_interest/obstacle_stop,Best-Effort,1600,1286.595,1526.824,1586.746,201.674,293.902,,,0.723757
/planning/debug/objects_of_interest/traffic_light,Best-Effort,1544,1256.606,1516.345,1602.18,199.165,292.084,,,0.733333
/planning/hazard_lights_cmd,Best-Effort,1505,1244.342,1517.688,1603.251,194.927,289.215,,,0.740069
/planning/planning_evaluator/debug/processing_time_ms,Best-Effort,1571,1258.311,1538.003,1620.654,204.351,297.646,,,0.729091
/planning/planning_evaluator/metrics,Best-Effort,1555,1257.985,1536.132,1613.725,201.21,293.035,,,0.731294
/planning/planning_factors/avoidance_by_lane_change,Best-Effort,1471,1251.363,1520.552,1605.727,194.312,285.051,,,0.745897
/planning/planning_factors/behavior_path_planner,Best-Effort,1504,1245.003,1515.376,1603.139,194.607,289.094,,,0.740511
/planning/planning_factors/blind_spot,Best-Effort,1557,1257.779,1514.748,1601.985,199.639,293.793,,,0.73132
/planning/planning_factors/crosswalk,Best-Effort,1510,1256.018,1517.374,1602.677,198.304,289.199,,,0.739655
/planning/planning_factors/detection_area,Best-Effort,1559,1258.692,1514.233,1601.767,199.576,293.348,,,0.730975
/planning/planning_factors/dynamic_obstacle_stop,Best-Effort,1383,1374.315,1636.81,1695.403,197.749,276.895,,,0.760437
/planning/planning_factors/goal_planner,Best-Effort,1458,1253.289,1522.053,1606.188,193.889,283.325,,,0.748491
/planning/planning_factors/intersection,Best-Effort,1547,1257.398,1516.054,1602.249,199.236,292.326,,,0.733046
/planning/planning_factors/lane_change_left,Best-Effort,1467,1251.467,1520.942,1605.911,194.304,284.621,,,0.746588
/planning/planning_factors/lane_change_right,Best-Effort,1461,1252.54,1521.284,1606.081,193.95,283.762,,,0.747886
/planning/planning_factors/no_stopping_area,Best-Effort,1565,1258.287,1512.601,1601.336,199.226,293.609,,,0.72994
/planning/planning_factors/obstacle_cruise,Best-Effort,1519,1373.848,1624.719,1692.841,203.565,292.663,,,0.737334
/planning/planning_factors/obstacle_slow_down,Best-Effort,1565,1328.295,1585.135,1655.341,203.313,296.074,,,0.7298
/planning/planning_factors/obstacle_stop,Best-Effort,1601,1291.202,1535.256,1587.146,202.186,295.146,,,0.723441
/planning/planning_factors/out_of_lane,Best-Effort,1385,1373.363,1641.636,1698.324,203.834,279.384,,,0.760173
/planning/planning_factors/run_out,Best-Effort,1590,1256.637,1510.997,1600.618,199.526,296.415,,,0.725341
/planning/planning_factors/side_shift,Best-Effort,1455,1253.426,1522.485,1606.521,193.914,282.708,,,0.748878
/planning/planning_factors/start_planner,Best-Effort,1455,1253.621,1522.246,1606.336,193.909,282.754,,,0.749008
/planning/planning_factors/static_obstacle_avoidance,Best-Effort,1455,1253.469,1522.516,1606.547,193.931,282.751,,,0.748661
/planning/planning_factors/stop_line,Best-Effort,1579,1257.801,1512.762,1601.086,199.471,295.289,,,0.727571
/planning/planning_factors/traffic_light,Best-Effort,1535,1257.01,1517.186,1602.149,198.902,291.352,,,0.734842
